MAIRA Recording v4
Toyota GR86 @ Circuit de Spa-Francorchamps - Grand Prix (178s)
InputTorque60Hz,InputTorque360Hz,LFEMagnitude,LongitudinalGForce,LateralGForce,MaxShockVelocity,UndersteerEffect,OversteerEffect,SeatOfPantsEffect,SkidSlip,RPM,ShiftRPM,Gear,NumForwardGears,ABSActive,VelocityMS,VelocityY,SteeringWheelAngle,SteeringWheelAngleMax,SteeringWheelVelocity,YawRate,TrackPosition,YawNorth,VelocityX,Speed,VelocityY360Hz,LatAccel,RollRate,PitchRate,LFShockVelocity,RFShockVelocity,LFShockDeflection,RFShockDeflection,Throttle,Brake
0.10915268,0.10915268,0,0.21877714,0.035769165,0.05044733,0,0,-0.0007517293,-0.013861075,6130.6514,6690,3,6,False,34.834488,0.013093052,-0.006287534,13.864885,-5.587935E-08,-0.00439402,2.5904708,5.756463,34.834488,34.834488,0.013093052,-0.3507757,0.021546628,0.00041436308,-0.009494173,-0.019379476,0.07768351,0.07699603,1,0
0.14726155,0.102872595,0,0.21887264,0.043991785,0.019773979,0,0,-0.00066203234,-0.014544747,6133.0894,6690,3,6,False,34.866863,0.011541496,-0.006287534,13.864885,0,-0.0044385185,3.170722,5.756536,34.866863,34.866863,0.01299508,-0.38064402,0.021338033,0.0009808538,-0.009751859,-0.019773979,0.07765737,0.07693985,1,0
0.14726155,0.10465142,0,0.21887264,0.043991785,0.019773979,0,0,-0.00066203234,-0.014544747,6133.0894,6690,3,6,False,34.866863,0.011541496,-0.006287534,13.864885,0,-0.00444295,3.170722,5.756536,34.866863,34.866863,0.012794792,-0.4192565,0.020271977,0.0014176444,-0.009383459,-0.018136676,0.07763025,0.07688412,1,0
0.14726155,0.11399358,0,0.21887264,0.043991785,0.019773979,0,0,-0.00066203234,-0.014544747,6133.0894,6690,3,6,False,34.866863,0.011541496,-0.006287534,13.864885,0,-0.0044025946,3.170722,5.756536,34.866863,34.866863,0.012490045,-0.45484123,0.01843597,0.0017591527,-0.009033653,-0.01620856,0.07760498,0.07683557,1,0
0.14726155,0.12754741,0,0.21887264,0.043991785,0.019773979,0,0,-0.00066203234,-0.014544747,6133.0894,6690,3,6,False,34.866863,0.011541496,-0.006287534,13.864885,0,-0.004331436,3.170722,5.756536,34.866863,34.866863,0.012137322,-0.4696101,0.01626584,0.0020611188,-0.00896206,-0.014676165,0.07758048,0.076793045,1,0
0.14726155,0.13988817,0,0.21887264,0.043991785,0.019773979,0,0,-0.00066203234,-0.014544747,6133.0894,6690,3,6,False,34.866863,0.011541496,-0.006287534,13.864885,0,-0.004250621,3.170722,5.756536,34.866863,34.866863,0.011806186,-0.45989472,0.014238116,0.0023561472,-0.008946673,-0.013334316,0.077555686,0.07675439,1,0
0.14726155,0.14726155,0,0.21887264,0.043991785,0.019773979,0,0,-0.00066203234,-0.014544747,6133.0894,6690,3,6,False,34.866863,0.011541496,-0.006287534,13.864885,0,-0.0041734413,3.170722,5.756536,34.866863,34.866863,0.011541496,-0.43141207,0.012703018,0.0026350713,-0.00892245,-0.011763183,0.07753074,0.076719284,1,0
0.1771177,0.14012498,0,0.21172196,0.03489175,0.019241145,0,0,-0.0006274283,-0.015545223,6142.669,6690,3,6,False,34.8984,0.010948121,-0.0060453108,13.864885,0.014533381,-0.0041071433,3.75151,5.7566032,34.898396,34.8984,0.011357859,-0.4004488,0.0118073365,0.002881772,-0.009388302,-0.009419949,0.07750586,0.076688826,1,0
0.1771177,0.13934898,0,0.21172196,0.03489175,0.019241145,0,0,-0.0006274283,-0.015545223,6142.669,6690,3,6,False,34.8984,0.010948121,-0.0060453108,13.864885,0.014533381,-0.004045471,3.75151,5.7566032,34.898396,34.8984,0.011245104,-0.37277886,0.011341293,0.0030735924,-0.011019431,-0.0066735134,0.07747927,0.07666594,1,0
0.1771177,0.14388262,0,0.21172196,0.03489175,0.019241145,0,0,-0.0006274283,-0.015545223,6142.669,6690,3,6,False,34.8984,0.010948121,-0.0060453108,13.864885,0.014533381,-0.0039785174,3.75151,5.7566032,34.898396,34.8984,0.011151763,-0.36245602,0.010969695,0.0032207759,-0.01325,-0.0043439926,0.0774467,0.07665086,1,0
0.1771177,0.15419352,0,0.21172196,0.03489175,0.019241145,0,0,-0.0006274283,-0.015545223,6142.669,6690,3,6,False,34.8984,0.010948121,-0.0060453108,13.864885,0.014533381,-0.0039065504,3.75151,5.7566032,34.898396,34.8984,0.011073586,-0.354605,0.010607172,0.003325107,-0.015953451,-0.0029097355,0.077407,0.07664177,1,0
0.1771177,0.16713789,0,0.21172196,0.03489175,0.019241145,0,0,-0.0006274283,-0.015545223,6142.669,6690,3,6,False,34.8984,0.010948121,-0.0060453108,13.864885,0.014533381,-0.00383209,3.75151,5.7566032,34.898396,34.8984,0.011007765,-0.3475166,0.010241152,0.0034200873,-0.018243005,-0.0016754388,0.07735911,0.07663557,1,0
0.1771177,0.1771177,0,0.21172196,0.03489175,0.019241145,0,0,-0.0006274283,-0.015545223,6142.669,6690,3,6,False,34.8984,0.010948121,-0.0060453108,13.864885,0.014533381,-0.0037599634,3.75151,5.7566032,34.898396,34.8984,0.010948121,-0.3421712,0.009857658,0.0034991005,-0.019241145,-0.0007260391,0.077305526,0.07663256,1,0
0.19431643,0.18056501,0,0.21164988,0.031732738,0.02224607,0,0,-0.00062298175,-0.016054964,6154.8984,6690,3,6,False,34.929432,0.010880199,-0.005803087,13.864885,0.014533437,-0.0037022675,4.3327956,5.7566648,34.929432,34.929432,0.010924669,-0.32703656,0.009646954,0.0035554874,-0.01965294,0.0007326514,0.07725081,0.0766319,1,0
0.19431643,0.17882673,0,0.21164988,0.031732738,0.02224607,0,0,-0.00062298175,-0.016054964,6154.8984,6690,3,6,False,34.929432,0.010880199,-0.005803087,13.864885,0.014533437,-0.0036506478,4.3327956,5.7566648,34.929432,34.929432,0.010898981,-0.3254047,0.009339442,0.00357344,-0.020014986,0.0017017664,0.07719579,0.07663569,1,0
0.19431643,0.17938657,0,0.21164988,0.031732738,0.02224607,0,0,-0.00062298175,-0.016054964,6154.8984,6690,3,6,False,34.929432,0.010880199,-0.005803087,13.864885,0.014533437,-0.0036025515,4.3327956,5.7566648,34.929432,34.929432,0.010871962,-0.32433775,0.008875773,0.0035706463,-0.019876912,0.0015560461,0.077139765,0.07664165,1,0
0.19431643,0.18436965,0,0.21164988,0.031732738,0.02224607,0,0,-0.00062298175,-0.016054964,6154.8984,6690,3,6,False,34.929432,0.010880199,-0.005803087,13.864885,0.014533437,-0.003567662,4.3327956,5.7566648,34.929432,34.929432,0.010868891,-0.3137569,0.008507921,0.003588944,-0.01991359,0.0008789639,0.07708466,0.07664606,1,0
0.19431643,0.19011502,0,0.21164988,0.031732738,0.02224607,0,0,-0.00062298175,-0.016054964,6154.8984,6690,3,6,False,34.929432,0.010880199,-0.005803087,13.864885,0.014533437,-0.0035400335,4.3327956,5.7566648,34.929432,34.929432,0.010883836,-0.30657697,0.008121795,0.0036679297,-0.020533398,0.00021648331,0.07702929,0.07664773,1,0
0.19431643,0.19431643,0,0.21164988,0.031732738,0.02224607,0,0,-0.00062298175,-0.016054964,6154.8984,6690,3,6,False,34.929432,0.010880199,-0.005803087,13.864885,0.014533437,-0.0035072337,4.3327956,5.7566648,34.929432,34.929432,0.010880199,-0.31119186,0.0074207056,0.0038190393,-0.02224607,-0.00028950398,0.0769715,0.07664737,1,0
0.25608957,0.2107165,0,0.2148111,0.02934222,0.028285598,0,0,-0.0006017658,-0.017012218,6164.03,6690,3,6,False,34.96081,0.010519111,-0.005803086,13.864885,5.587935E-08,-0.00345017,4.914612,5.7567215,34.96081,34.96081,0.010809004,-0.33442917,0.0060193157,0.004035204,-0.02412713,-0.0017316251,0.076907516,0.07664561,1,0
0.25608957,0.22488143,0,0.2148111,0.02934222,0.028285598,0,0,-0.0006017658,-0.017012218,6164.03,6690,3,6,False,34.96081,0.010519111,-0.005803086,13.864885,5.587935E-08,-0.0033786,4.914612,5.7567215,34.96081,34.96081,0.010694077,-0.3479613,0.0041705426,0.0043327087,-0.025432654,-0.0043326924,0.07683799,0.07663888,1,0
0.25608957,0.23737846,0,0.2148111,0.02934222,0.028285598,0,0,-0.0006017658,-0.017012218,6164.03,6690,3,6,False,34.96081,0.010519111,-0.005803086,13.864885,5.587935E-08,-0.0033100971,4.914612,5.7567215,34.96081,34.96081,0.010591382,-0.3402988,0.0023632771,0.004720148,-0.02619057,-0.0070379125,0.0767656,0.07662362,1,0
0.25608957,0.24614735,0,0.2148111,0.02934222,0.028285598,0,0,-0.0006017658,-0.017012218,6164.03,6690,3,6,False,34.96081,0.010519111,-0.005803086,13.864885,5.587935E-08,-0.0032491873,4.914612,5.7567215,34.96081,34.96081,0.010515156,-0.32968813,0.00076889555,0.0051491093,-0.026522545,-0.009890559,0.07669181,0.07660061,1,0
0.25608957,0.25272083,0,0.2148111,0.02934222,0.028285598,0,0,-0.0006017658,-0.017012218,6164.03,6690,3,6,False,34.96081,0.010519111,-0.005803086,13.864885,5.587935E-08,-0.0032071848,4.914612,5.7567215,34.96081,34.96081,0.010487897,-0.30894685,-0.0004009306,0.0055733332,-0.027035514,-0.013159104,0.0766176,0.0765695,1,0
0.25608957,0.25608957,0,0.2148111,0.02934222,0.028285598,0,0,-0.0006017658,-0.017012218,6164.03,6690,3,6,False,34.96081,0.010519111,-0.005803086,13.864885,5.587935E-08,-0.0031949717,4.914612,5.7567215,34.96081,34.96081,0.010519111,-0.28774887,-0.0010035745,0.005979865,-0.028285598,-0.016709583,0.07654166,0.07652867,1,0
0.19699691,0.25458995,0,0.21863474,0.023756208,0.030972738,0,0,-0.00067200273,-0.014999608,6169.0083,6690,3,6,False,34.992767,0.011757618,-0.005803086,13.864885,0,-0.0032158874,5.496976,5.7567816,34.992767,34.992767,0.010607144,-0.26783976,-0.0011103797,0.006398106,-0.02983702,-0.020993065,0.076461285,0.07647756,1,0
0.19699691,0.24796933,0,0.21863474,0.023756208,0.030972738,0,0,-0.00067200273,-0.014999608,6169.0083,6690,3,6,False,34.992767,0.011757618,-0.005803086,13.864885,0,-0.0032801465,5.496976,5.7567816,34.992767,34.992767,0.010762608,-0.24491088,-0.00058191974,0.006860774,-0.030586556,-0.02479006,0.07637614,0.07641351,1,0
0.19699691,0.23718213,0,0.21863474,0.023756208,0.030972738,0,0,-0.00067200273,-0.014999608,6169.0083,6690,3,6,False,34.992767,0.011757618,-0.005803086,13.864885,0,-0.0033876258,5.496976,5.7567816,34.992767,34.992767,0.0109849395,-0.22351876,0.00054011366,0.0073443535,-0.030217938,-0.027238455,0.07629007,0.0763399,1,0
0.19699691,0.22401568,0,0.21863474,0.023756208,0.030972738,0,0,-0.00067200273,-0.014999608,6169.0083,6690,3,6,False,34.992767,0.011757618,-0.005803086,13.864885,0,-0.0035307975,5.496976,5.7567816,34.992767,34.992767,0.011243548,-0.21458519,0.0020609517,0.007824965,-0.028805923,-0.028024472,0.076206416,0.0762614,1,0
0.19699691,0.21003486,0,0.21863474,0.023756208,0.030972738,0,0,-0.00067200273,-0.014999608,6169.0083,6690,3,6,False,34.992767,0.011757618,-0.005803086,13.864885,0,-0.0036964419,5.496976,5.7567816,34.992767,34.992767,0.011518368,-0.2144211,0.00373832,0.008301963,-0.028571801,-0.028214583,0.076128155,0.07618287,1,0
0.19699691,0.19699691,0,0.21863474,0.023756208,0.030972738,0,0,-0.00067200273,-0.014999608,6169.0083,6690,3,6,False,34.992767,0.011757618,-0.005803086,13.864885,0,-0.0038616494,5.496976,5.7567816,34.992767,34.992767,0.011757618,-0.23296882,0.0051113986,0.008834922,-0.030972738,-0.02870642,0.07604936,0.076104224,1,0
0.19098432,0.18961048,0,0.21839607,0.025362542,0.044550534,0,0,-0.00071267853,-0.013072894,6172.5312,6690,3,6,False,35.025047,0.0124808,-0.005803086,13.864885,0,-0.0039958083,6.0798464,5.7568545,35.025047,35.025047,0.011891852,-0.27585548,0.0056122085,0.009468248,-0.034350894,-0.030082585,0.07596016,0.07602349,1,0
0.19098432,0.19315192,0,0.21839607,0.025362542,0.044550534,0,0,-0.00071267853,-0.013072894,6172.5312,6690,3,6,False,35.025047,0.0124808,-0.005803086,13.864885,0,-0.0040984056,6.0798464,5.7568545,35.025047,35.025047,0.011937969,-0.3112933,0.0053811255,0.010213282,-0.036568843,-0.032084875,0.0758602,0.07593787,1,0
0.19098432,0.20477277,0,0.21839607,0.025362542,0.044550534,0,0,-0.00071267853,-0.013072894,6172.5312,6690,3,6,False,35.025047,0.0124808,-0.005803086,13.864885,0,-0.004184321,6.0798464,5.7568545,35.025047,35.025047,0.0119652115,-0.32140243,0.004952891,0.011048443,-0.03737509,-0.03509721,0.075755805,0.075846165,1,0
0.19098432,0.21316466,0,0.21839607,0.025362542,0.044550534,0,0,-0.00071267853,-0.013072894,6172.5312,6690,3,6,False,35.025047,0.0124808,-0.005803086,13.864885,0,-0.0042754575,6.0798464,5.7568545,35.025047,35.025047,0.012049373,-0.30401763,0.0049069705,0.011966569,-0.037279233,-0.038744647,0.07565084,0.07574478,1,0
0.19098432,0.20834292,0,0.21839607,0.025362542,0.044550534,0,0,-0.00071267853,-0.013072894,6172.5312,6690,3,6,False,35.025047,0.0124808,-0.005803086,13.864885,0,-0.004382968,6.0798464,5.7568545,35.025047,35.025047,0.012224941,-0.2749178,0.0054980135,0.0129656,-0.03674383,-0.042209525,0.07554725,0.07563239,1,0
0.19098432,0.19098432,0,0.21839607,0.025362542,0.044550534,0,0,-0.00071267853,-0.013072894,6172.5312,6690,3,6,False,35.025047,0.0124808,-0.005803086,13.864885,0,-0.0045012264,6.0798464,5.7568545,35.025047,35.025047,0.0124808,-0.24872157,0.006598725,0.01401865,-0.035854593,-0.044550534,0.0754458,0.07551068,1,0
0.19116601,0.1586077,0,0.21987507,0.040137097,0.044119667,0,0,-0.0007381716,-0.012800623,6176.194,6690,3,6,False,35.057472,0.012939216,-0.005561799,13.864885,0.014477222,-0.00461621,6.663274,5.756937,35.057472,35.057472,0.012776643,-0.23897132,0.007842737,0.015069729,-0.033865985,-0.044119667,0.075347394,0.07538405,1,0
0.19116601,0.1364425,0,0.21987507,0.040137097,0.044119667,0,0,-0.0007381716,-0.012800623,6176.194,6690,3,6,False,35.057472,0.012939216,-0.005561799,13.864885,0.014477222,-0.0047059213,6.663274,5.756937,35.057472,35.057472,0.013050576,-0.24984607,0.008755792,0.016062798,-0.030808581,-0.039413195,0.07525614,0.07526204,1,0
0.19116601,0.12802191,0,0.21987507,0.040137097,0.044119667,0,0,-0.0007381716,-0.012800623,6176.194,6690,3,6,False,35.057472,0.012939216,-0.005561799,13.864885,0.014477222,-0.0047326684,6.663274,5.756937,35.057472,35.057472,0.013193208,-0.29892358,0.008533442,0.016929787,-0.02708072,-0.03264527,0.075175226,0.07515904,1,0
0.19116601,0.13892183,0,0.21987507,0.040137097,0.044119667,0,0,-0.0007381716,-0.012800623,6176.194,6690,3,6,False,35.057472,0.012939216,-0.005561799,13.864885,0.014477222,-0.0046940013,6.663274,5.756937,35.057472,35.057472,0.013186992,-0.35238245,0.0070757433,0.017673,-0.023079753,-0.02594321,0.0751054,0.07507783,1,0
0.19116601,0.16346918,0,0.21987507,0.040137097,0.044119667,0,0,-0.0007381716,-0.012800623,6176.194,6690,3,6,False,35.057472,0.012939216,-0.005561799,13.864885,0.014477222,-0.0046099112,6.663274,5.756937,35.057472,35.057472,0.013075045,-0.38862836,0.004803189,0.01830531,-0.019140722,-0.02065833,0.07504675,0.07501471,1,0
0.19116601,0.19116601,0,0.21987507,0.040137097,0.044119667,0,0,-0.0007381716,-0.012800623,6176.194,6690,3,6,False,35.057472,0.012939216,-0.005561799,13.864885,0.014477222,-0.004506766,6.663274,5.756937,35.057472,35.057472,0.012939216,-0.39361048,0.0022963707,0.01884466,-0.014936492,-0.017173786,0.074998766,0.074964195,1,0
0.17061543,0.22184917,0,0.21711281,0.02283379,0.025685824,0,0,-0.0008014273,-0.013367426,6181.8184,6690,3,6,False,35.089848,0.014060979,-0.0055617974,13.864885,8.3819025E-08,-0.0044082934,7.2472405,5.757016,35.089844,35.089848,0.01285708,-0.37087542,0.00023498226,0.019277222,-0.010626909,-0.01516541,0.074962735,0.0749211,1,0
