MAIRA Recording v3
Mazda MX-5 Cup @ Summit Point Raceway -  (1%, 84s)
InputTorque60Hz,InputTorque360Hz,LFEMagnitude,LongitudinalGForce,LateralGForce,MaxShockVelocity,WheelPosition,WheelVelocity,UndersteerEffect,OversteerEffect,SeatOfPantsEffect,SkidSlip,RPM,ShiftRPM,Gear,NumForwardGears,ABSActive,VelocityMS,VelocityY,SteeringWheelAngle,SteeringWheelAngleMax,SteeringWheelVelocity,TrackPosition,YawNorth,VelocityX,Speed
-0.38084343,-0.38084343,0.02837181,0.07876787,0.04383055,0.041955147,0.00035095215,0.029296873,0,0.001857454,0.00092602475,-0.001857454,6520.539,7200,4,6,False,47.74708,-0.022107488,0.0009679606,17.278645,-0.23219828,24.009415,3.4666886,47.747078,47.74708
-0.43320352,-0.38976812,0.009317398,0.08539508,0.0020940062,0.030833112,0.0008392334,0.029296873,0,0,0.0010259813,-0.00036693487,6523.088,7200,4,6,False,47.762184,-0.024501551,-0.003143299,17.278645,-0.24667554,24.805286,3.4664602,47.76218,47.762184
-0.43320352,-0.47507825,-0.041166306,0.08539508,0.0020940062,0.030833112,0.0008392334,0.029296873,0,0,0.0010259813,-0.00036693487,6523.088,7200,4,6,False,47.762184,-0.024501551,-0.003143299,17.278645,-0.24667554,24.805286,3.4664602,47.76218,47.762184
-0.43320352,-0.58621323,-0.066617966,0.08539508,0.0020940062,0.030833112,0.0008392334,0.029296873,0,0,0.0010259813,-0.00036693487,6523.088,7200,4,6,False,47.762184,-0.024501551,-0.003143299,17.278645,-0.24667554,24.805286,3.4664602,47.76218,47.762184
-0.43320352,-0.6485306,0.035484314,0.08539508,0.0020940062,0.030833112,0.0008392334,0.029296873,0,0,0.0010259813,-0.00036693487,6523.088,7200,4,6,False,47.762184,-0.024501551,-0.003143299,17.278645,-0.24667554,24.805286,3.4664602,47.76218,47.762184
-0.43320352,-0.60881835,0.0070171356,0.08539508,0.0020940062,0.030833112,0.0008392334,0.029296873,0,0,0.0010259813,-0.00036693487,6523.088,7200,4,6,False,47.762184,-0.024501551,-0.003143299,17.278645,-0.24667554,24.805286,3.4664602,47.76218,47.762184
-0.43320352,-0.43320352,-0.011072159,0.08539508,0.0020940062,0.030833112,0.0008392334,0.029296873,0,0,0.0010259813,-0.00036693487,6523.088,7200,4,6,False,47.762184,-0.024501551,-0.003143299,17.278645,-0.24667554,24.805286,3.4664602,47.76218,47.762184
-0.5794635,-0.24936487,-0.023767471,0.08352402,0.0642278,0.06899941,0.0012664795,0.025634764,0,0,0.0010375514,-0.0076137977,6536.4976,7200,4,6,False,47.77826,-0.024786197,-0.0062875347,17.278645,-0.18865414,25.601423,3.4662619,47.77825,47.77826
-0.5794635,-0.13830192,-0.050397873,0.08352402,0.0642278,0.06899941,0.0012664795,0.025634764,0,0,0.0010375514,-0.0076137977,6536.4976,7200,4,6,False,47.77826,-0.024786197,-0.0062875347,17.278645,-0.18865414,25.601423,3.4662619,47.77825,47.77826
-0.5794635,-0.15410413,-0.004922867,0.08352402,0.0642278,0.06899941,0.0012664795,0.025634764,0,0,0.0010375514,-0.0076137977,6536.4976,7200,4,6,False,47.77826,-0.024786197,-0.0062875347,17.278645,-0.18865414,25.601423,3.4662619,47.77825,47.77826
-0.5794635,-0.2743236,0.055631638,0.08352402,0.0642278,0.06899941,0.0012664795,0.025634764,0,0,0.0010375514,-0.0076137977,6536.4976,7200,4,6,False,47.77826,-0.024786197,-0.0062875347,17.278645,-0.18865414,25.601423,3.4662619,47.77825,47.77826
-0.5794635,-0.45049787,0.043354034,0.08352402,0.0642278,0.06899941,0.0012664795,0.025634764,0,0,0.0010375514,-0.0076137977,6536.4976,7200,4,6,False,47.77826,-0.024786197,-0.0062875347,17.278645,-0.18865414,25.601423,3.4662619,47.77825,47.77826
-0.5794635,-0.5794635,0.032339096,0.08352402,0.0642278,0.06899941,0.0012664795,0.025634764,0,0,0.0010375514,-0.0076137977,6536.4976,7200,4,6,False,47.77826,-0.024786197,-0.0062875347,17.278645,-0.18865414,25.601423,3.4662619,47.77825,47.77826
