MAIRA Recording v5
Toyota GR86 @ Circuit de Spa-Francorchamps - Grand Prix (171s)
InputTorque60Hz,InputTorque360Hz,LFEMagnitude,LongitudinalGForce,LateralGForce,MaxShockVelocity,UndersteerEffect,OversteerEffect,SeatOfPantsEffect,SkidSlip,RPM,ShiftRPM,RedlineRPM,Gear,NumForwardGears,ABSActive,VelocityMS,VelocityY,SteeringWheelAngle,SteeringWheelAngleMax,SteeringWheelVelocity,YawRate,TrackPosition,YawNorth,VelocityX,Speed,VelocityY360Hz,LatAccel,RollRate,PitchRate,LFShockVelocity,RFShockVelocity,LFShockDeflection,RFShockDeflection,Throttle,Brake
0.31142208,0.38179803,-0.0013542175,0.21137483,0.043725643,0.02730072,0,0,0,-0.011528277,6238.407,6690,7500,3,6,False,35.382,0.017164417,-0.007979361,13.864885,0.058077533,-0.0063319844,4.63988,5.744544,35.381996,35.382,0.017723799,-0.4790669,0.010725503,0.0031512359,-0.02081762,0.003187136,0.07732031,0.076513916,1,0
0.31142208,0.30258223,0.0012645721,0.21137483,0.043725643,0.02730072,0,0,0,-0.011528277,6238.407,6690,7500,3,6,False,35.382,0.017164417,-0.007979361,13.864885,0.058077533,-0.0062285597,4.63988,5.744544,35.381996,35.382,0.017596431,-0.45991856,0.0095914565,0.0032560893,-0.021933375,0.0022439982,0.07726169,0.0765219,1,0
0.31142208,0.27351195,0.0036888123,0.21137483,0.043725643,0.02730072,0,0,0,-0.011528277,6238.407,6690,7500,3,6,False,35.382,0.017164417,-0.007979361,13.864885,0.058077533,-0.0061357673,4.63988,5.744544,35.381996,35.382,0.017480522,-0.45227873,0.008383135,0.0034249064,-0.023680447,0.0010599294,0.07719928,0.07652688,1,0
0.31142208,0.2803484,0.006046295,0.21137483,0.043725643,0.02730072,0,0,0,-0.011528277,6238.407,6690,7500,3,6,False,35.382,0.017164417,-0.007979361,13.864885,0.058077533,-0.006041157,4.63988,5.744544,35.381996,35.382,0.017356876,-0.4518758,0.0069463085,0.0036746168,-0.025307296,-0.000953881,0.07713115,0.07652825,1,0
0.31142208,0.29896268,0.0055446625,0.21137483,0.043725643,0.02730072,0,0,0,-0.011528277,6238.407,6690,7500,3,6,False,35.382,0.017164417,-0.007979361,13.864885,0.058077533,-0.005949707,4.63988,5.744544,35.381996,35.382,0.017240526,-0.44574076,0.005487605,0.0040159943,-0.026503982,-0.0036353888,0.0770587,0.076523066,1,0
0.31142208,0.31142208,0.003961563,0.21137483,0.043725643,0.02730072,0,0,0,-0.011528277,6238.407,6690,7500,3,6,False,35.382,0.017164417,-0.007979361,13.864885,0.058077533,-0.00586646,4.63988,5.744544,35.381996,35.382,0.017164417,-0.42880207,0.0042278576,0.0044337003,-0.02730072,-0.005951341,0.07698345,0.076509535,1,0
0.24889244,0.2756618,-0.0009536743,0.21336515,0.031887345,0.032219894,0,0,0,-0.009816862,6245.12,6690,7500,3,6,False,35.413303,0.017517395,-0.006045309,13.864885,0.11604314,-0.0057937964,5.229507,5.7446413,35.4133,35.413303,0.017108781,-0.41748706,0.0031410952,0.00485417,-0.02772966,-0.007688725,0.07690662,0.076489985,1,0
0.24889244,0.27049208,-0.0034008026,0.21336515,0.031887345,0.032219894,0,0,0,-0.009816862,6245.12,6690,7500,3,6,False,35.413303,0.017517395,-0.006045309,13.864885,0.11604314,-0.005734111,5.229507,5.7446413,35.4133,35.413303,0.017072486,-0.40895,0.0022207594,0.005230037,-0.028553674,-0.010310492,0.076829046,0.07646641,1,0
0.24889244,0.2781719,-0.0034008026,0.21336515,0.031887345,0.032219894,0,0,0,-0.009816862,6245.12,6690,7500,3,6,False,35.413303,0.017517395,-0.006045309,13.864885,0.11604314,-0.0056942278,5.229507,5.7446413,35.4133,35.413303,0.017077733,-0.39177793,0.0016656036,0.005593026,-0.030059699,-0.013950154,0.07674846,0.076434344,1,0
0.24889244,0.28132093,-0.0034008026,0.21336515,0.031887345,0.032219894,0,0,0,-0.009816862,6245.12,6690,7500,3,6,False,35.413303,0.017517395,-0.006045309,13.864885,0.11604314,-0.005677061,5.229507,5.7446413,35.4133,35.413303,0.017148647,-0.36835873,0.0015716605,0.0059769033,-0.031530045,-0.018215954,0.07666272,0.07639068,1,0
