MAIRA Recording v5
iRacing - Formula Vee - Classic @ Okayama International Circuit - Full Course (114s)
InputTorque60Hz,InputTorque360Hz,LFEMagnitude,LongitudinalGForce,LateralGForce,MaxShockVelocity,UndersteerEffect,OversteerEffect,SeatOfPantsEffect,SkidSlip,RPM,ShiftRPM,RedlineRPM,Gear,NumForwardGears,ABSActive,VelocityMS,VelocityY,SteeringWheelAngle,SteeringWheelAngleMax,SteeringWheelVelocity,YawRate,TrackPosition,YawNorth,VelocityX,Speed,VelocityY360Hz,LatAccel,RollRate,PitchRate,LFShockVelocity,RFShockVelocity,LFShockDeflection,RFShockDeflection,Throttle,Brake
0.16031502,-0.18892783,0.0044612885,0.06912763,0.012366612,0.06464204,0,0,0.00022463253,-0.03605607,5210.754,6500,7400,4,4,False,40.364483,-0.004533588,-0.003384588,6.719512,-0.04348812,-0.0023318355,3651.563,6.211309,40.364483,40.364483,-0.0040098457,0.065536514,0.017802648,-0.0042593214,-0.058641825,-0.0492458,0.042835105,0.04280334,1,0
0.16031502,-0.10034309,0.0053100586,0.06912763,0.012366612,0.06464204,0,0,0.00022463253,-0.03605607,5210.754,6500,7400,4,4,False,40.364483,-0.004533588,-0.003384588,6.719512,-0.04348812,-0.0023795436,3651.563,6.211309,40.364483,40.364483,-0.0041850246,0.07264565,0.013214812,-0.0015012573,-0.06464204,-0.056722462,0.042660754,0.04265341,1,0
0.16031502,-0.035912048,0.0051288605,0.06912763,0.012366612,0.06464204,0,0,0.00022463253,-0.03605607,5210.754,6500,7400,4,4,False,40.364483,-0.004533588,-0.003384588,6.719512,-0.04348812,-0.0022760092,3651.563,6.211309,40.364483,40.364483,-0.0043186247,0.087846786,0.007628699,0.0018238956,-0.06294305,-0.058652908,0.042475708,0.042487584,1,0
0.16031502,0.021682816,0.002023697,0.06912763,0.012366612,0.06464204,0,0,0.00022463253,-0.03605607,5210.754,6500,7400,4,4,False,40.364483,-0.004533588,-0.003384588,6.719512,-0.04348812,-0.0020941873,3651.563,6.211309,40.364483,40.364483,-0.004397571,0.113148645,0.0022838872,0.0053954734,-0.05250032,-0.051289808,0.042308703,0.04232672,1,0
0.16031502,0.08544121,-0.00024795532,0.06912763,0.012366612,0.06464204,0,0,0.00022463253,-0.03605607,5210.754,6500,7400,4,4,False,40.364483,-0.004533588,-0.003384588,6.719512,-0.04348812,-0.0019389102,3651.563,6.211309,40.364483,40.364483,-0.0044520777,0.12785563,-0.0029543461,0.008733999,-0.035999823,-0.035411783,0.042181626,0.042200238,1,0
0.16031502,0.16031502,-0.002483368,0.06912763,0.012366612,0.06464204,0,0,0.00022463253,-0.03605607,5210.754,6500,7400,4,4,False,40.364483,-0.004533588,-0.003384588,6.719512,-0.04348812,-0.0018521667,3651.563,6.211309,40.364483,40.364483,-0.004533588,0.121275045,-0.0088898325,0.011393492,-0.016635038,-0.015154623,0.042106874,0.04212704,1,0
0.6710308,0.26692188,-0.0040569305,0.0645012,0.013944681,0.07328744,0,0,0.00024884075,-0.04168804,5205.22,6500,7400,4,4,False,40.37643,-0.005023651,-0.0045947726,6.719512,-0.07261107,-0.0018230643,3652.2356,6.211335,40.37643,40.37643,-0.0046554115,0.1067644,-0.015909636,0.013186969,0.0038030264,0.0062386426,0.042088002,0.042113457,1,0
0.6710308,0.37249067,-0.002286911,0.0645012,0.013944681,0.07328744,0,0,0.00024884075,-0.04168804,5205.22,6500,7400,4,4,False,40.37643,-0.005023651,-0.0045947726,6.719512,-0.07261107,-0.0018329624,3652.2356,6.211335,40.37643,40.37643,-0.004795961,0.09757605,-0.023938423,0.014109489,0.024823342,0.026784398,0.04212672,0.042159718,1,0
0.6710308,0.4768471,-0.0001487732,0.0645012,0.013944681,0.07328744,0,0,0.00024884075,-0.04168804,5205.22,6500,7400,4,4,False,40.37643,-0.005023651,-0.0045947726,6.719512,-0.07261107,-0.0018659508,3652.2356,6.211335,40.37643,40.37643,-0.004915281,0.10138321,-0.031369396,0.013838097,0.043665092,0.044644598,0.042223725,0.04226113,1,0
0.6710308,0.56823105,0.0036411285,0.0645012,0.013944681,0.07328744,0,0,0.00024884075,-0.04168804,5205.22,6500,7400,4,4,False,40.37643,-0.005023651,-0.0045947726,6.719512,-0.07261107,-0.0019042054,3652.2356,6.211335,40.37643,40.37643,-0.0049964674,0.11079599,-0.03709153,0.01238117,0.05934476,0.05879846,0.04236788,0.042407192,1,0
