Super Formula Light @ Imola - Variante Alta
InputTorque60Hz,InputTorque500Hz
8.4667,8.5618
8.4667,8.4648
8.4667,8.4641
9.0073,8.4746
9.0073,8.6998
9.0073,8.9976
9.0073,9.2398
9.0073,9.3272
9.0073,9.288
9.0073,9.1527
9.0073,9.0033
8.5894,8.7979
8.5894,8.5796
8.5894,8.3847
8.5894,8.2542
8.5894,8.1983
8.5894,8.2363
8.5894,8.4179
8.5894,8.5955
8.595,8.9929
8.595,9.1427
8.595,9.1175
8.595,8.9735
8.595,8.7976
8.595,8.6965
8.595,8.6333
8.595,8.5937
8.595,8.5936
9.1218,8.6998
9.1218,8.6338
9.1218,8.5842
9.1218,8.5956
9.1218,8.683
9.1218,8.823
9.1218,8.9841
9.1218,9.1258
9.1861,9.2484
9.1861,9.206
9.1861,9.1054
9.1861,9.0186
9.1861,9.0358
9.1861,9.0941
9.1861,9.1545
9.1861,9.1869
9.1861,9.1871
9.7424,9.2856
9.7424,9.2448
9.7424,9.1878
9.7424,9.1573
9.7424,9.1986
9.7424,9.3257
9.7424,9.5268
9.7424,9.7508
9.9488,9.996
9.9488,10.1259
9.9488,10.1525
9.9488,10.1046
9.9488,10.0331
9.9488,9.9955
9.9488,9.969
9.9488,9.948
10.157,9.8927
10.157,9.8333
10.157,9.7949
10.157,9.7829
10.157,9.8024
10.157,9.8798
10.157,10.0199
10.157,10.1611
10.4799,10.2038
10.4799,10.1707
10.4799,10.1183
10.4799,10.0799
10.4799,10.0935
10.4799,10.1664
10.4799,10.3138
10.4799,10.4843
10.4799,10.4854
12.4503,10.7994
12.4503,11.0441
12.4503,11.288
12.4503,11.4958
12.4503,11.6756
12.4503,11.8737
12.4503,12.1485
12.4503,12.4529
14.1806,12.879
14.1806,13.1983
14.1806,13.4322
14.1806,13.595
14.1806,13.7294
14.1806,13.9029
14.1806,14.067
14.1806,14.1853
14.1806,14.1843
14.145,14.1218
14.145,14.0708
14.145,14.0696
14.145,14.1166
14.145,14.1926
14.145,14.2333
14.145,14.2117
14.145,14.1432
13.5356,13.7663
13.5356,13.6084
13.5356,13.5001
13.5356,13.4353
13.5356,13.4174
13.5356,13.4435
13.5356,13.4922
13.5356,13.5368
13.5704,13.5013
13.5704,13.4921
13.5704,13.4752
13.5704,13.4651
13.5704,13.489
13.5704,13.5538
13.5704,13.5872
13.5704,13.57
13.5704,13.5701
12.7717,13.4364
12.7717,13.2725
12.7717,13.1076
12.7717,12.974
12.7717,12.8867
12.7717,12.8355
12.7717,12.8003
12.7717,12.7709
13.4878,12.8202
13.4878,12.9039
13.4878,13.0171
13.4878,13.1477
13.4878,13.2745
13.4878,13.358
13.4878,13.4295
13.4878,13.4892
15.0332,13.7567
15.0332,13.8742
15.0332,13.9864
15.0332,14.1203
15.0332,14.3073
15.0332,14.5488
15.0332,14.8154
15.0332,15.0409
15.0332,15.04
16.5797,15.6031
16.5797,15.8369
16.5797,16.0319
16.5797,16.1935
16.5797,16.3183
16.5797,16.4022
16.5797,16.4906
16.5797,16.5819
17.0325,16.8035
17.0325,16.9148
17.0325,16.9678
17.0325,16.9755
