MAIRA Recording v5
Radical SR10 @ Road Atlanta - Full Course (84s)
InputTorque60Hz,InputTorque360Hz,LFEMagnitude,LongitudinalGForce,LateralGForce,MaxShockVelocity,UndersteerEffect,OversteerEffect,SeatOfPantsEffect,SkidSlip,RPM,ShiftRPM,RedlineRPM,Gear,NumForwardGears,ABSActive,VelocityMS,VelocityY,SteeringWheelAngle,SteeringWheelAngleMax,SteeringWheelVelocity,YawRate,TrackPosition,YawNorth,VelocityX,Speed,VelocityY360Hz,LatAccel,RollRate,PitchRate,LFShockVelocity,RFShockVelocity,LFShockDeflection,RFShockDeflection,Throttle,Brake
2.3807442,2.9630632,-0.0016765594,0.3360612,0.13931933,0.061972253,0,0,0,4.8008747E-05,6835.8555,6800,7250,4,6,False,53.88849,0.0853318,-0.0074958475,6.0615234,0.18871027,-0.020954076,3.2733948,2.122388,53.88842,53.88849,0.08979173,-1.4728868,-0.04539475,0.0124423085,0.032498762,0.03795759,0.012040466,0.012038559,1,0
2.3807442,2.9121835,-0.0051555634,0.3360612,0.13931933,0.061972253,0,0,0,4.8008747E-05,6835.8555,6800,7250,4,6,False,53.88849,0.0853318,-0.0074958475,6.0615234,0.18871027,-0.020759001,3.2733948,2.122388,53.88842,53.88849,0.088813275,-1.4452685,-0.0466116,0.007629572,0.039818246,0.037902363,0.012140989,0.012144685,1,0
2.3807442,2.837556,-0.0051555634,0.3360612,0.13931933,0.061972253,0,0,0,4.8008747E-05,6835.8555,6800,7250,4,6,False,53.88849,0.0853318,-0.0074958475,6.0615234,0.18871027,-0.020652847,3.2733948,2.122388,53.88842,53.88849,0.08786322,-1.4281393,-0.045894884,0.0025881198,0.044720914,0.0379337,0.012260765,0.012250274,1,0
2.3807442,2.7252614,-0.0051555634,0.3360612,0.13931933,0.061972253,0,0,0,4.8008747E-05,6835.8555,6800,7250,4,6,False,53.88849,0.0853318,-0.0074958475,6.0615234,0.18871027,-0.020597752,3.2733948,2.122388,53.88842,53.88849,0.08696651,-1.4069021,-0.04297612,-0.0027030779,0.04480076,0.0350612,0.012389809,0.012356132,1,0
2.3807442,2.5627515,-0.0051555634,0.3360612,0.13931933,0.061972253,0,0,0,4.8008747E-05,6835.8555,6800,7250,4,6,False,53.88849,0.0853318,-0.0074958475,6.0615234,0.18871027,-0.020524325,3.2733948,2.122388,53.88842,53.88849,0.08612867,-1.3848886,-0.03864132,-0.007603327,0.03953453,0.029173404,0.012512624,0.012450099,1,0
2.3807442,2.3807442,-0.0051555634,0.3360612,0.13931933,0.061972253,0,0,0,4.8008747E-05,6835.8555,6800,7250,4,6,False,53.88849,0.0853318,-0.0074958475,6.0615234,0.18871027,-0.02041958,3.2733948,2.122388,53.88842,53.88849,0.0853318,-1.366256,-0.034595236,-0.0116473865,0.035846002,0.027045017,0.0126154125,0.012522608,1,0
2.1411786,2.3746645,-0.0051555634,0.3387385,0.12673967,0.03259024,0,0,0,0.0012047859,6858.221,6800,7250,4,6,False,53.94826,0.08138806,-0.005803086,6.0615234,0.1015657,-0.020286845,4.174349,2.1227193,53.9482,53.94826,0.08458768,-1.3425169,-0.03199957,-0.015414103,0.032128323,0.02389551,0.01271081,0.01259464,1,0
2.1411786,2.2874584,-0.0051555634,0.3387385,0.12673967,0.03259024,0,0,0,0.0012047859,6858.221,6800,7250,4,6,False,53.94826,0.08138806,-0.005803086,6.0615234,0.1015657,-0.020121602,4.174349,2.1227193,53.9482,53.94826,0.08389501,-1.3174212,-0.030696874,-0.0190053,0.026781898,0.018427184,0.012795359,0.01265648,1,0
2.1411786,2.1943724,-0.0051555634,0.3387385,0.12673967,0.03259024,0,0,0,0.0012047859,6858.221,6800,7250,4,6,False,53.94826,0.08138806,-0.005803086,6.0615234,0.1015657,-0.019914066,4.174349,2.1227193,53.9482,53.94826,0.083245344,-1.2930291,-0.030887572,-0.022158131,0.023809414,0.01532313,0.012862951,0.012699932,1,0
2.1411786,2.1489415,-0.0051555634,0.3387385,0.12673967,0.03259024,0,0,0,0.0012047859,6858.221,6800,7250,4,6,False,53.94826,0.08138806,-0.005803086,6.0615234,0.1015657,-0.019648688,4.174349,2.1227193,53.9482,53.94826,0.08263098,-1.2688076,-0.032684304,-0.025069626,0.022548364,0.011979744,0.012925774,0.012737513,1,0
2.1411786,2.1374345,-0.0051555634,0.3387385,0.12673967,0.03259024,0,0,0,0.0012047859,6858.221,6800,7250,4,6,False,53.94826,0.08138806,-0.005803086,6.0615234,0.1015657,-0.019331837,4.174349,2.1227193,53.9482,53.94826,0.082019866,-1.2528046,-0.035178516,-0.027489325,0.019560875,0.006431536,0.012987167,0.012766242,1,0
