Mini Stock,baseline,hard
Speed (KPH),-180,-170,-160,-150,-140,-130,-120,-110,-100,-90,-80,-70,-60,-50,-40,-30,-20
0,,,,,,,,,,,,,,,,,
1,1.137995,1.115375,1.154667,1.137979,1.036514,0.954773,0.905563,0.849078,0.740931,0.672779,0.529409,0.354160,0.270084,0.274696,0.314486,0.255763,0.138660
2,2.744501,2.564559,2.407719,2.251248,2.070389,1.931598,1.789563,1.652984,1.518024,1.380102,1.218218,1.052526,0.888079,0.731056,0.608523,0.507726,0.400953
3,4.161421,3.921295,3.695742,3.469084,3.245301,3.024501,2.805145,2.565485,2.336572,2.114941,1.865275,1.621330,1.375523,1.137124,0.927060,0.775363,0.650572
4,5.671434,5.358324,5.044046,4.745913,4.422247,4.101120,3.783803,3.449960,3.102938,2.789144,2.458304,2.131481,1.802470,1.507847,1.255517,1.033026,0.875302
5,7.149564,6.734252,6.346890,5.942831,5.526219,5.098228,4.671947,4.266265,3.830955,3.432450,3.019733,2.637713,2.219077,1.866638,1.574124,1.307613,1.032038
6,8.522167,8.014832,7.502988,7.017452,6.508312,5.994270,5.493422,5.015355,4.510083,4.034048,3.558312,3.099061,2.607202,2.208833,1.878900,1.561964,1.230698
7,9.849887,9.236397,8.585979,8.000370,7.427478,6.855364,6.260878,5.711960,5.143102,4.586500,4.060078,3.525410,3.003635,2.584064,2.207482,1.828773,1.440533
8,11.087933,10.451516,9.776725,9.080830,8.447397,7.777009,7.124909,6.486380,5.832415,5.204987,4.602123,3.989671,3.414544,2.959603,2.513597,2.082419,1.640867
9,12.432487,11.675543,10.943827,10.168671,9.458576,8.702924,7.987808,7.241420,6.523697,5.832495,5.153027,4.487475,3.817023,3.318118,2.826249,2.341482,1.858163
10,13.783563,12.911067,12.100925,11.281420,10.437497,9.616134,8.817929,8.019681,7.200192,6.420646,5.619573,4.847525,4.248265,3.747442,3.173188,2.625429,2.074076
11,13.387699,12.698338,11.517703,10.848431,9.785969,8.871814,7.954154,7.346640,6.442859,5.971389,5.624104,5.166506,4.789412,4.295770,3.694155,3.064928,2.316741
12,15.647552,14.975196,13.773573,12.919161,12.020340,11.066906,10.114919,9.196738,8.205236,7.349091,6.566205,5.681491,5.054658,4.418115,3.764963,3.125912,2.475286
13,17.068090,16.080912,14.976449,13.925632,13.005311,11.972344,10.944494,9.918684,8.861039,7.962749,7.127788,6.148002,5.445508,4.780443,4.081384,3.397349,2.709054
14,18.445385,17.274206,16.318220,14.997257,13.970329,12.825806,11.828362,10.704143,9.583269,8.593611,7.652554,6.640819,5.838512,5.101362,4.368448,3.627702,2.880335
15,19.895123,18.594728,17.533201,16.138054,14.950935,13.817750,12.702708,11.478501,10.283080,9.186663,8.165810,7.123502,6.209057,5.436305,4.643009,3.896637,3.107329
16,21.338314,19.906630,18.683863,17.318768,15.964299,14.705462,13.502438,12.163088,10.998331,9.796925,8.706175,7.621160,6.636667,5.814406,4.978938,4.128148,3.304095
17,22.768909,21.324554,19.784557,18.568026,17.117880,15.630013,14.274057,12.966129,11.789184,10.442611,9.229429,8.071681,7.044549,6.140084,5.245044,4.369404,3.474753
18,23.695332,22.509645,21.043623,19.520189,18.199226,16.676676,15.162251,13.819134,12.455946,11.134461,9.795697,8.531384,7.449404,6.471318,5.524617,4.593689,3.681281
19,25.082853,23.536610,22.131983,20.426254,18.858715,17.499172,15.987500,14.473622,12.919296,11.557057,10.217216,8.916605,7.801038,6.792075,5.842982,4.874239,3.899613
20,26.341179,24.712584,23.146845,21.645550,19.923265,18.296791,16.713511,15.156237,13.597724,12.097662,10.324213,9.276794,8.380897,7.196995,6.228392,5.191062,4.147413
21,25.828724,24.310358,22.631548,21.004547,19.414000,17.849056,16.387299,14.915361,13.496733,12.138833,10.906942,9.789555,8.679799,7.611219,6.519590,5.422934,4.329674
22,27.313999,25.500147,23.820435,22.035761,20.360369,18.726604,17.091160,15.548738,14.107175,12.683015,11.402082,10.220221,9.069866,7.932406,6.802729,5.660524,4.519363
