McLaren 720S GT3 EVO,baseline,hard
Speed (KPH),-180,-170,-160,-150,-140,-130,-120,-110,-100,-90,-80,-70,-60,-50,-40,-30,-20
0,,,,,,,,,,,,,,,,,
1,1.297282,1.212370,1.141315,1.077423,1.008107,0.949761,0.868422,0.787566,0.723361,0.643587,0.581694,0.497204,0.428067,0.355155,0.283034,0.216661,0.146851
2,2.585038,2.447155,2.299127,2.153311,1.992546,1.860189,1.713628,1.565469,1.425357,1.279989,1.145481,0.998522,0.855797,0.710768,0.563533,0.421454,0.281098
3,3.867260,3.656278,3.439334,3.220348,3.000197,2.784777,2.564469,2.336202,2.137752,1.915409,1.707267,1.488962,1.276395,1.060750,0.852409,0.640041,0.425140
4,5.134117,4.848252,4.571390,4.284714,4.001582,3.710949,3.414467,3.130914,2.847545,2.559773,2.281772,1.983663,1.698348,1.405263,1.112588,0.832632,0.547306
5,6.412405,6.049709,5.686317,5.335986,4.980544,4.619367,4.266949,3.914818,3.565367,3.203357,2.857614,2.487928,2.126635,1.748385,1.382245,1.023213,0.670360
6,7.676059,7.284858,6.850512,6.419639,5.987623,5.552579,5.111045,4.680605,4.255260,3.824850,3.393016,2.964878,2.543640,2.106375,1.681537,1.259016,0.833241
7,8.983783,8.483874,7.973336,7.490683,6.995633,6.481490,5.966644,5.457120,4.944010,4.443405,3.953942,3.459133,2.962688,2.460973,1.954911,1.458201,0.954103
8,10.283676,9.702395,9.127002,8.542218,7.968661,7.383479,6.809164,6.228126,5.659717,5.087369,4.517992,3.941514,3.375724,2.803920,2.234153,1.666094,1.093892
9,11.396204,10.875448,10.255803,9.602835,8.958735,8.304237,7.651423,7.013480,6.367178,5.716382,5.076984,4.435691,3.794049,3.148796,2.514476,1.873201,1.238937
10,12.745429,12.040609,11.330781,10.621845,9.913914,9.204989,8.495266,7.799999,7.090549,6.377024,5.669425,4.926130,4.167675,3.439121,2.762183,2.086138,1.373779
11,14.099861,13.302937,12.502710,11.709557,10.901544,10.123348,9.321386,8.531153,7.749990,6.958979,6.180462,5.389333,4.610833,3.826709,3.044111,2.262387,1.483217
12,15.357534,14.493549,13.621385,12.759274,11.893264,11.025184,10.172661,9.308025,8.445879,7.592183,6.733854,5.881460,5.023227,4.173678,3.318877,2.465369,1.617360
13,16.617647,15.678370,14.740354,13.807643,12.874500,11.933511,10.995750,10.065699,9.143333,8.215829,7.288617,6.364367,5.446343,4.516927,3.597073,2.675624,1.757820
14,17.879301,16.866617,15.858404,14.850945,13.848886,12.844556,11.850213,10.845402,9.839023,8.852339,7.849488,6.862886,5.865746,4.874744,3.878424,2.889078,1.898159
15,19.161440,18.080395,16.995316,15.922512,14.850141,13.765441,12.688651,11.613312,10.548888,9.480775,8.418410,7.350935,6.290093,5.222654,4.161487,3.095427,2.039584
16,20.424517,19.270832,18.122972,16.971239,15.829089,14.675400,13.537892,12.394428,11.264584,10.117381,8.978025,7.844320,6.707839,5.576496,4.442692,3.310152,2.178320
17,21.703362,20.484451,19.256798,18.036085,16.821285,15.602644,14.377609,13.166299,11.957735,10.745015,9.542448,8.330782,7.129939,5.922793,4.726651,3.517675,2.314797
18,22.146528,21.584511,20.377327,19.086243,17.794584,16.510599,15.231531,13.944810,12.658593,11.387490,10.098223,8.828108,7.549736,6.277481,5.000919,3.730605,2.460292
19,23.976831,22.644264,21.325256,20.009892,18.699419,17.386513,16.061619,14.767187,13.414150,12.075666,10.925053,9.405457,7.996515,6.625925,5.283812,3.941769,2.596920
20,25.225323,23.841005,22.457796,21.073565,19.686794,18.298220,16.897497,15.528425,14.129299,12.709999,11.242115,9.713754,8.302753,6.912736,5.477358,4.061685,2.661408
21,26.610090,25.129700,23.626181,22.135014,20.626709,19.144142,17.643393,16.153744,14.669377,13.182694,11.694104,10.216187,8.728040,7.244844,5.761831,4.282919,2.801550
22,27.876110,26.312927,24.744600,23.182236,21.601770,20.046398,18.481237,16.916344,15.365396,13.807077,12.248851,10.702741,9.142297,7.591220,6.040516,4.487712,2.938379
