Acura NSX GT3 EVO 22,baseline,hard
Speed (KPH),-180,-170,-160,-150,-140,-130,-120,-110,-100,-90,-80,-70,-60,-50,-40,-30,-20
0,,,,,,,,,,,,,,,,,
1,1.575352,1.497853,1.404200,1.312962,1.234367,1.142312,1.064251,0.968106,0.880266,0.777206,0.690927,0.611766,0.516643,0.436775,0.356736,0.263656,0.182726
2,3.165636,2.978892,2.810259,2.634529,2.450984,2.276751,2.099617,1.924263,1.746222,1.573097,1.397854,1.213137,1.038015,0.867964,0.694102,0.518770,0.343118
3,4.710651,4.471042,4.193573,3.940367,3.666041,3.399263,3.142931,2.872496,2.617531,2.349448,2.093164,1.814315,1.557174,1.299476,1.038760,0.778353,0.515294
4,6.289064,5.933460,5.565073,5.231873,4.873323,4.532034,4.184673,3.831491,3.481455,3.138221,2.782542,2.430802,2.075171,1.720111,1.368830,1.011161,0.668974
5,7.830972,7.418702,6.950670,6.526556,6.066908,5.638960,5.208266,4.780428,4.347622,3.918872,3.484921,3.043512,2.604101,2.152537,1.702602,1.253359,0.802133
6,9.361161,8.769594,8.256297,7.800396,7.307596,6.782204,6.253003,5.724091,5.203755,4.675097,4.151754,3.616599,3.107388,2.571351,2.048464,1.531986,1.008291
7,10.988896,10.361062,9.752898,9.125976,8.491819,7.879346,7.286107,6.673079,6.055265,5.432384,4.816149,4.203765,3.603924,3.001105,2.390978,1.770651,1.150781
8,12.564915,11.842570,11.136131,10.437800,9.715869,9.016318,8.312089,7.612572,6.911846,6.214966,5.508563,4.802807,4.111086,3.419462,2.720958,2.023700,1.334339
9,13.965855,13.192926,12.265128,11.552089,10.930017,10.140315,9.350218,8.556228,7.769407,6.980279,6.196864,5.403695,4.628847,3.843690,3.058394,2.278680,1.494420
10,15.543746,14.668496,13.804646,12.948222,12.074976,11.211168,10.351822,9.493320,8.635942,7.770076,6.904434,6.031188,5.135279,4.183685,3.303183,2.486225,1.648767
11,17.208965,16.222626,15.246790,14.282155,13.302119,12.332874,11.365377,10.400234,9.443072,8.480950,7.521723,6.558521,5.594563,4.642618,3.690326,2.734938,1.780041
12,18.794888,17.721252,16.649870,15.573049,14.519783,13.465158,12.413247,11.354965,10.293450,9.246040,8.197988,7.153622,6.109241,5.071913,4.032546,2.989937,1.947078
13,20.372389,19.211287,18.054085,16.889744,15.745757,14.603741,13.439675,12.303341,11.166358,10.034650,8.895671,7.765167,6.634081,5.501633,4.375910,3.242473,2.119481
14,21.957680,20.704313,19.454964,18.204510,16.968935,15.717984,14.488708,13.258435,12.035954,10.810143,9.594127,8.374392,7.154513,5.936033,4.713148,3.504359,2.287541
15,23.518579,22.195009,20.836987,19.519701,18.180048,16.860386,15.539733,14.224306,12.913039,11.601538,10.288874,8.972459,7.675712,6.369291,5.062732,3.761390,2.462223
16,25.095474,23.662186,22.242910,20.828194,19.402960,17.996695,16.590368,15.186674,13.786610,12.385961,10.984879,9.582010,8.185913,6.797123,5.412905,4.018291,2.628977
17,26.680618,25.151897,23.645067,22.148897,20.628365,19.134007,17.637140,16.145975,14.641307,13.154819,11.675693,10.196020,8.714324,7.233929,5.755977,4.283691,2.808878
18,27.543839,25.960184,24.601038,22.645144,21.843870,20.271431,18.687601,17.088133,15.514881,13.944057,12.370426,10.803908,9.236418,7.670698,6.107895,4.540277,2.985250
19,29.373692,27.766857,26.147837,24.518105,22.907251,21.286295,19.654015,18.029736,16.409649,14.816944,13.123358,11.630688,9.987303,8.122006,6.451435,4.800025,3.156421
20,30.938484,29.244143,27.538443,25.823610,24.124777,22.404779,20.703037,18.997005,17.295761,15.588471,13.866814,11.964246,10.078109,8.380643,6.698322,4.925506,3.198327
21,32.462055,30.633585,29.069407,27.215822,25.358496,23.514828,21.675676,19.838854,18.002197,16.162699,14.330501,12.503613,10.676209,8.849687,7.026331,5.196930,3.371397
22,34.397827,32.429264,30.505587,28.554869,26.614901,24.686520,22.753412,20.809677,18.885761,16.963459,15.044495,13.130475,11.210676,9.295405,7.372074,5.460576,3.547789
